Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Second Country,Birthplace,Other Group,Former Group
Yooa,Yoo Siah,17/09/1995,Oh My Girl,21/04/2015,WM,South Korea,,Seoul,,
Yoochun,Park Yoochun,4/07/1986,JYJ,8/09/2010,C-JeS,South Korea,,Seoul,,TVXQ
Yoohyeon,Kim Yoohyeon,7/01/1997,Dreamcatcher,13/01/2017,Happy Face,South Korea,,Incheon,,Minx
Yoojin,Jang Yoojin,14/09/1992,,,,South Korea,,,,Brave Girls
Yoojin,Ahn Yoojin,29/02/2000,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,
Yoojun,Jung Gun,27/12/2000,BAE173,19/11/2020,PocketDol,South Korea,,,,
Yoojun,Jun Yoojun,26/07/1995,D1CE,1/08/2019,Happyface,South Korea,,,,
Yoojung,Lee Taeyeop,19/05/1997,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,
Yoojung,Choi Yoojung,12/11/1999,Weki Meki,8/08/2017,Fantagio,South Korea,,Guri,I.O.I| WJMK,
Yookyung,Seo Yookyung,15/03/1993,,,,South Korea,,,,AOA BLACK
Yoomin,Na Yoomin,29/08/1993,MELODYDAY,25/09/2019,KD,South Korea,,,,
Yoon,Heo Yoon,23/09/1994,4TEN,26/08/2014,Jungle,South Korea,,,,
Yoon,Ji Hayoon,8/07/1997,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,Busan,,
Yoon,Shim Jayoon,14/04/2004,STAYC,12/11/2020,Hi-Up,South Korea,,Gwangju,,
Yoon,Kang Seungyoon,21/01/1994,WINNER,12/08/2014,YG,South Korea,,Busan,,
Yoona,Ogura Yuuna,13/10/2000,bugAboo,25/10/2021,A team,Japan,,Sapporo,,
Yoona,Im Yoona,30/05/1990,SNSD,4/08/2021,Good Luck,South Korea,,Seoul,,
Yoonbin,Ha Yoonbin,11/12/2000,,,,South Korea,,,,
Yoonhye,Jung Yoonhye,4/10/2001,FANATICS,6/08/2019,FENT,South Korea,,,FANATICS FLAVOR,
Yoonhye,Jung Yoonhye,14/04/1990,Rainbow,12/11/2009,DSP,South Korea,,Daejeon,,
Yoonji,,21/07/1998,Lusty,26/06/2019,babaplay,South Korea,,,,
Yoonjo,Shin Yoonjo,14/12/1992,UNI.T,18/05/2018,Unit Culture,South Korea,,Seoul,,Hello Venus
Yoonsan,Yoon Sanghyuk,22/08/1994,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,
Yoonsung,Cho Yoonsung,13/11/2003,8TURN,30/01/2023,MNH,South Korea,,Seoul,,
Yoonwoo,Lee Choonghyun,28/08/2000,TRENDZ,5/01/2022,Interpark,South Korea,,,,
Yoosung,Jeong Yoosung,8/10/1992,,,,South Korea,,,,Bigflo
Yooyeon,Kim Yooyeon,9/02/2001,tripleS,13/02/2023,MODHAUS,South Korea,,Seoul,,
Yooyoung,Lee Yooyoung,23/01/1995,Hello Venus,9/05/2012,Fantagio,South Korea,,Suwon,,
Yoseob,Yang Yoseob,5/01/1990,Highlight,14/10/2009,Around Us,South Korea,,Seoul,,Beast
Yoshi,Kanemoto Yoshinori,15/05/2000,Treasure,7/08/2020,YG,Japan,,Kobe,,
You,Kim Taeyou,17/11/1999,ABLUE,23/10/2022,J-Star,South Korea,,,,BECZ
Youi,Kim Jihyeo,24/04/2000,Dreamnote,7/11/2018,iME,South Korea,,,,
Young K,Kang Young-hyun,19/12/1993,DAY6,7/09/2015,JYP,South Korea,Canada,,,
Youngbin,Lee Youngbin,23/11/2001,BLANK2Y,24/05/2022,Keystone,South Korea,,,,
Youngbin,Jeong Youngbin,5/10/1998,Luminous,9/09/2021,Barunson,South Korea,,Seongju,,
Youngbin,Kim Youngbin,23/11/1993,SF9,5/10/2016,FNC,South Korea,,,,
Youngeun,Seo Youngeun,27/12/2004,Kep1er,1/03/2022,WakeOne,South Korea,,,,
Youngheun,Go Youngheun,20/11/1994,Blackswan,16/10/2020,DR,South Korea,,,,
Youngho,Noh Youngho,24/03/1993,SIGNAL,28/08/2019,J-Star,South Korea,,,,
Younghoon,Kim Younghoon,8/08/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,,,,
Youngjae,Yoo Youngjae,24/01/1994,B.A.P,27/01/2012,TS,South Korea,,Seoul,,
Youngjae,Choi Youngjae,17/09/1996,GOT7,16/01/2014,JYP,South Korea,,Mokpo,,
Youngji,Hur Youngji,30/08/1994,KARA,29/03/2007,DSP,South Korea,,Goyang,,
Youngmin,Lim Youngmin,25/12/1995,,,,South Korea,,Busan,MXM,AB6IX
Youngmin,Jo Youngmin,24/04/1995,Boyfriend,26/05/2011,Starship,South Korea,,Anyang,,
Youngseo,Ryu Youngseo,13/06/2002,BAE173,19/11/2020,PocketDol,South Korea,,,,
Youngwoong,Cho Youngwoon,1/05/1999,14U,17/04/2017,BG,South Korea,,,,
Yua,Mikami Yua,16/08/1993,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,
Yubeen,Jin Yubeen,5/09/2006,TRACER,3/04/2022,Gleamedia,South Korea,,,,
Yubin,Cho Yubin,9/10/1999,,,,South Korea,,,,Pink Fantasy
Yubin,Oh Yubin,26/11/1998,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,
Yubin,Kim Yubin,27/02/2002,Bling Bling,17/11/2020,Major9,South Korea,,,,
Yubin,Jang Yubin,10/06/2004,Mirae,17/03/2021,DSP,South Korea,,,,
Yubin,Bae Yubin,9/09/1997,Oh My Girl,21/04/2015,WM,South Korea,,Chuncheon,,
Yubin,Gong Yubin,3/02/2005,tripleS,13/02/2023,MODHAUS,South Korea,,Yongin,,
Yubin,Kim Yubin,4/10/1988,Wonder Girls,13/02/2007,JYP,South Korea,,Gwangju,,
Yue,Nancy Yang,3/07/2004,Lapillus,22/06/2022,MLD,USA,China,,,
Yuem,Park Subin,25/12/1996,H.U.B,9/02/2017,New Planet,South Korea,,,,
Yugyeom,Kim Yugyeom,17/11/1997,GOT7,16/01/2014,JYP,South Korea,,Namyangju,,
Yuha,Kang Kyungwon,5/11/1997,Hinapia,3/11/2019,Alseulbit,South Korea,,,,Pristin
Yujeong,Kim Yujeong,14/02/1992,,,,South Korea,,Seoul,,LABOUM
Yujeong,Nam Yujeong,2/05/1991,Brave Girls,8/04/2011,Brave,South Korea,,Seoul,,
Yujeong,Lee Yujeong,14/06/2004,LIGHTSUM,10/06/2021,Cube,South Korea,,,,
Yuji,Son Yuji,25/11/1998,3YE,21/05/2019,GH,South Korea,,,,Apple.B
Yujin,Ahn Yujin,1/09/2003,IVE,1/12/2021,Starship,South Korea,,Cheongju,,IZ*ONE
Yujin,Choi Yujin,12/08/1996,Kep1er,1/03/2022,WakeOne,South Korea,,Jeonju,,CLC
Yujin,Seo Yoojin,18/06/1994,Playback,25/06/2015,Coridel,South Korea,,,,
Yujin,Jeong Yujin,23/10/1989,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,D-Unit
Yuju,Choi Yuju,5/03/1997,Cherry Bullet,21/01/2019,FNC,South Korea,,,,
Yuju,Choi Yuna,4/10/1997,Gfriend,15/01/2015,Source,South Korea,,Goyang,,
Yujun,Jung Yujun,5/10/2005,xikers,30/03/2023,KQ,South Korea,,Incheon,,
Yuki,Mori Koyuki,6/11/2002,Purple Kiss,15/03/2021,RBW,Japan,,,,
Yuki,Lim Jiyeon,30/01/2002,Saturday,18/07/2018,SD,South Korea,,,,
Yuku,Amanumu Yuku,12/05/2002,DKB,3/02/2020,Brave,Japan,,,,
Yukyung,Lee Yukyung,5/11/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,
Yulhee,Kim Yulhee,27/11/1997,,,,South Korea,,Bucheon,,LABOUM
Yuna,Seo Yuna,30/12/1992,AoA,30/07/2012,FNC,South Korea,,Busan,AOA BLACK,
Yuna,Lee Yuna,6/04/1993,Brave Girls,8/04/2011,Brave,South Korea,,Seoul,,
Yuna,Iimura Yuna,23/04/2005,CSR,27/07/2022,A2Z,Japan,,Ibaraki,,
Yuna,Shin Yuna,9/12/2003,ITZY,12/02/2019,JYP,South Korea,,Suwon,,
Yungyu,Lee Yungyu,7/11/2005,8TURN,30/01/2023,MNH,South Korea,,,,
Yunho,Jeong Yunho,23/03/1999,ATEEZ,24/10/2018,KQ,South Korea,,Gwangju,,
Yunji,Kim Yunji,26/08/1996,ARIAZ,23/10/2019,Rising Star,South Korea,,,,
Yunji,Lee Yunji,4/04/1992,Playback,25/06/2015,Coridel,South Korea,,,,
Yunjin,Huh Yunjin,8/10/2001,LE SSERAFIM,2/05/2022,Source,South Korea,,,,
Yunju,Seo Yunju,26/12/2005,mimiirose,16/09/2022,YES IM,South Korea,,Pohang,,
Yunkyung,Seo Yunkyung,1/11/2001,Rocket Punch,7/08/2019,Woollim,South Korea,,,,
Yunmin,Yun Min,26/02/2001,Newkidd,25/04/2019,J-FLO,South Korea,,,,
Yunseong,Hwang Yunseong,30/10/2000,DRIPPIN,26/10/2020,Woollim,South Korea,Seoul,,,
Yunseul,Hwang Nayoon,30/03/1999,IRRIS,6/07/2022,Mellow,South Korea,,Seoul,,Good Day| RedSquare
Yunsung,Hwang Yunsung,19/03/1996,Romeo,4/11/2015,CT,South Korea,,,,
Yuqi,Song Yuqi,23/09/1999,(G)I-DLE,2/05/2018,Cube,China,,Beijing,,
Yura,Kim Ahyoung,6/11/1992,Girl's Day,9/07/2010,DreamT,South Korea,,Ulsan,,
Yuri,Jo Yuri,22/10/2001,IZ*ONE,29/10/2018,Off The Record,South Korea,,Busan,,
Yuri,Kwon Yuri,5/12/1989,SNSD,4/08/2021,Good Luck,South Korea,,Goyang,,
Yurim,Park Yurim,13/04/1998,3YE,21/05/2019,GH,South Korea,,,,Apple.B
Yuta,Nakamoto Yuta,26/10/1995,NCT,9/04/2016,SM,Japan,,Osaka,NCT 127,
Yuto,Adachi Yuto,23/01/1998,PENTAGON,10/10/2016,Cube,Japan,,,,
Yuuri,Tokunaga Yuuri,16/05/2001,LUNARSOLAR,2/09/2020,J Planet,Japan,,,,
Yuvin,Song Yuvin,28/04/1998,B.O.Y,20/01/2020,Music Works,South Korea,,,,MYTEEN
Yves,Ha Sooyoung,24/05/1997,LOONA,20/08/2018,Blockberry,South Korea,,,Loona yyxy,
YY,Kim Moonyong,30/08/1991,UNVS,23/02/2020,CHITWN,South Korea,,,,
Zelo,Choi Junhong,15/10/1996,B.A.P,27/01/2012,TS,South Korea,,Mokpo,,
Zero,Nasukawa Shota,20/01/2003,T1419,21/09/2007,CJ E&M,Japan,,,,
Zhou Mi,Zhou Mi,19/04/1986,Super Junior-M,6/11/2005,SM,China,,Wuhan,,
Zico,Woo Jiho,14/09/1992,Block B,15/04/2011,KQ,South Korea,,Seoul,,
Zin,Jin Hyunbin,31/08/2001,bugAboo,25/10/2021,A team,South Korea,,,,
Ziu,Park Heejun,16/06/1997,VAV,31/10/2015,A team,South Korea,,,,
ZN,Bae Jinye,9/06/1994,LABOUM,27/08/2014,NH,South Korea,,Bucheon,UNI.T,
Zoa,Cho Hyewon,31/05/2005,Weeekly,30/07/2020,Play M,South Korea,,,,
Zuho,Bae Juho,4/07/1996,SF9,5/10/2016,FNC,South Korea,,,,
Z-UK,Jeong Jaewook,27/01/1993,,,,South Korea,,,,Bigflo
Zuny,Kim Joomi,8/12/1994,Ladies' Code,7/03/2013,Polaris,South Korea,,Gwangju,,
Martin,Martin,,CORTIS,18/08/2025,Big Hit,Canada,South Korea,,,
James,James,01/01/2005,CORTIS,18/08/2025,Big Hit,Thailand,Hong Kong,,,Trainee A
Juhoon,Juhoon,,CORTIS,18/08/2025,Big Hit,South Korea,,,,
Seonghyeon,Seonghyeon,,CORTIS,18/08/2025,Big Hit,South Korea,,,,
Keonho,Keonho,14/02/2007,CORTIS,18/08/2025,Big Hit,South Korea,,,,
Yeeun,Park Yeeun,,UNCHILD,21/04/2026,High Up,South Korea,,,,
Heekie,Heekie,17/03/2007,UNCHILD,21/04/2026,High Up,South Korea,,,,
Tina,Tina,,UNCHILD,21/04/2026,High Up,China,,,,
Ako,Sasaki Ako,08/07/2008,UNCHILD,21/04/2026,High Up,Japan,,,,
Evon,Evon,11/07/2008,UNCHILD,21/04/2026,High Up,South Korea,,,,
Haeun,Na Haeun,16/01/2009,UNCHILD,21/04/2026,High Up,South Korea,,,,
Sungho,Park Sungho,04/09/2003,BoyNextDoor,30/05/2023,KOZ,South Korea,,Wonju,,
Riwoo,Lee Sanghyuk,22/10/2003,BoyNextDoor,30/05/2023,KOZ,South Korea,,Seoul,,
Jaehyun,Myung Jaehyun,04/12/2003,BoyNextDoor,30/05/2023,KOZ,South Korea,,Seoul,,
Taesan,Han Dongmin,10/08/2004,BoyNextDoor,30/05/2023,KOZ,South Korea,,Gwangju,,
Leehan,Kim Donghyun,20/10/2004,BoyNextDoor,30/05/2023,KOZ,South Korea,,Busan,,
Woonhak,Kim Woonhak,29/11/2006,BoyNextDoor,30/05/2023,KOZ,South Korea,,Suwon,,
Yunah,Noh Yunah,15/01/2004,ILLIT,25/03/2024,Belift Lab,South Korea,,Chungju,,
Minju,Park Minju,11/05/2004,ILLIT,25/03/2024,Belift Lab,South Korea,,Namyangju,,
Moka,Sakai Moka,08/10/2004,ILLIT,25/03/2024,Belift Lab,Japan,,Fukuoka,,
Wonhee,Lee Wonhee,26/06/2007,ILLIT,25/03/2024,Belift Lab,South Korea,,Namyangju,,
Iroha,Hokazono Iroha,04/02/2008,ILLIT,25/03/2024,Belift Lab,Japan,,Tokyo,,
Manon,Manon Bannerman,26/06/2002,KATSEYE,28/06/2024,HxG,Switzerland,Ghana,Zurich,,
Sophia,Sophia Laforteza,31/12/2002,KATSEYE,28/06/2024,HxG,Philippines,,Manila,,
Daniela,Daniela Avanzini,01/07/2004,KATSEYE,28/06/2024,HxG,United States,Cuba,Atlanta,,
Lara,Lara Rajagopalan,03/11/2005,KATSEYE,28/06/2024,HxG,United States,India,Los Angeles,,
Megan,Megan Skiendiel,10/02/2006,KATSEYE,28/06/2024,HxG,United States,,Honolulu,,
Yoonchae,Jeong Yoonchae,06/12/2007,KATSEYE,28/06/2024,HxG,South Korea,,Seoul,,
Carmen,Carmen,07/09/2006,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Jiwoo,Jiwoo,,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Yuha,Yu Haram,12/04/2007,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Stella,Stella,,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Juun,Juun,,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
A-na,A-na,,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Ian,Ian,,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Ye-on,Kim Nayeon,19/04/2010,Hearts2Hearts,24/02/2025,SM Entertainment,South Korea,,,,
Chodan,Hong Jihye,01/11/1998,QWER,18/10/2023,Tamago Production,South Korea,,Seoul,,
Magenta,Lee Heesu,02/06/1997,QWER,18/10/2023,Tamago Production,South Korea,,Pohang,,
Hina,Jang Nayeong,30/01/2001,QWER,18/10/2023,Tamago Production,South Korea,,Seoul,,
Siyeon,Lee Siyeon,16/05/2000,QWER,18/10/2023,Tamago Production,South Korea,,Seoul,,NMB48
